89,83
89,84
89,85
89,86
89,87
89,88
80,0
80,10
80,20
80,30
80,40
80,50
80,60
80,70
80,90
90,91
90,92
90,93
90,94
90,95
90,96
90,97
90,98
90,99
91,90
91,92
91,93
91,94
91,95
91,96
91,97
91,98
91,99
92,90
92,91
92,93
92,94
92,95
92,96
92,97
92,98
92,99
93,90
93,91
93,92
93,94
93,95
93,96
93,97
93,98
93,99
94,90
94,91
94,92
94,93
94,95
94,96
94,97
94,98
94,99
95,90
95,91
95,92
95,93
95,94
95,96
95,97
95,98
95,99
96,90
96,91
96,92
96,93
96,94
96,95
96,97
96,98
96,99
97,90
97,91
97,92
97,93
97,94
97,95
97,96
97,98
97,99
98,90
98,91
98,92
98,93
98,94
98,95
98,96
98,97
98,99
99,90
99,91
99,92
99,93
99,94
99,95
99,96
99,97
99,98
90,0
90,10
90,20
90,30
90,40
90,50
90,60
90,70
90,80
